ID,ROW,COL,SCENE,LAT,LON,LSAT_ROW,LSAT_COL,REF_CODE,REF_CLASS,REF_NOTE,CONFIDENCE,INCLUSION,D_LAST_F,D_FIRST_NF,D_CLEAR,D_EXPAND,D_CHANGE,D_EVENT,ASSESSOR,REVIEWED,FINAL_CODE,FINAL_CLAS,REV_NOTE,Stratum,Fusion,MCCDC,TERRAI,REF_CODE_P
411,4280,9493,P227R065,-6.573958334,-55.09664073,1146,5233,1,C,never gets cleared,2,Full,2013036,2013172,2013244,0,0,0,bullocke,xjtang,1,C,event clearing 2013244,2,1,1,0,1
413,351,111,P007R059,1.611458333,-74.30959695,3623,1568,1,C,"starts partially non-forest, but majority forest before change",2,Edge,2015013,2015053,2015053,0,2015051,0,bullocke,xjtang,1,C, ,4,4,0,0,1
414,4823,9719,P227R065,-7.705208334,-54.75795033,5323,6461,1,C,subtle at first,2,Full,2015066,2015098,2015258,0,0,0,bullocke,"b,x",1,C,I think the event is larger,2,1,1,0,1
418,4274,9364,P227R065,-6.561458334,-55.36577879,1096,4241,4,NF,hard to tell if it slightly changes; landsat time series shows no break in green areas,2, ,0,0,0,0,0,0,bullocke,xjtang,4,NF, ,4,4,4,0,4
423,5555,5635,P232R066,-9.230208334,-63.5953178,5713,3768,1,C,technically a road goes right through the corner/right next to it,2,Edge,2012197,2012213,0,0,0,0,bullocke,xjtang,1,C, ,0,0,0,0,1
425,4718,9406,P227R065,-7.486458334,-55.38776788,4506,4148,0,F,"thin forest, could possibly be considered NF?",2, ,0,0,0,0,0,0,bullocke,"b,x",0,F,could be NF need further review,1,4,0,1,0
426,4341,9485,P227R065,-6.701041667,-55.12764461,1614,5117,1,C, ,2,Full,2012098,2012146,2012242,0,0,0,bullocke,xjtang,1,C, ,2,1,4,1,1
428,5321,5660,P232R066,-8.742708334,-63.45710855,3916,4272,0,F,"browns a little bit, but clearly does not change from GE",2,Edge,0,0,0,0,0,0,bullocke,xjtang,0,F, ,4,4,0,0,0
431,4857,9754,P227R065,-7.776041667,-54.69355943,5585,6697,1,C, ,2,Full,2013284,2014079,2014231,0,0,0,bullocke,xjtang,1,C, ,2,1,1,0,1
434,4844,9679,P227R065,-7.748958334,-54.84772529,5483,6130,1,C,how to draw the polygon?,2,Full,2012274,2013132,2013244,0,0,0,bullocke,xjtang,1,C, ,3,1,1,1,1
448,5233,5679,P232R066,-8.559375,-63.38619368,3240,4531,0,F,"GE in 2011 shows road above pixel, but it might get cleared later. small, subtle, not in pixel so ignored",2,Near,0,0,0,0,0,0,bullocke,xjtang,0,F, ,0,0,0,0,0
449,4769,9337,P227R065,-7.592708334,-55.54638551,4896,3563,1,C,not entirely sure how to draw the polygon,2,Full,2015058,2015090,2015290,0,0,0,bullocke,xjtang,1,C,clear date 2015290,3,1,1,1,1
461,4199,9296,P227R065,-6.405208334,-55.49117969,519,3780,1,C, ,2,Full,2013284,2013340,2014231,0,0,0,bullocke,xjtang,1,C, ,3,1,1,1,1
462,5316,5733,P232R066,-8.732291667,-63.30146858,3877,4842,1,C,edge of previous change,2,Full,2014194,2014202,2014234,0,0,2014162,bullocke,xjtang,1,C, ,3,1,1,1,1
467,5267,6105,P232R066,-8.630208334,-62.50037487,3501,7780,1,C,"starts, ends on edge. hard to draw",2,Edge,2012245,2012293,2013103,0,0,0,bullocke,xjtang,1,C, ,2,1,1,0,1
472,406,113,P007R059,1.496875,-74.30139693,4046,1598,1,C,hard to tell how it started; when it changes,2,Full,2013015,2014002,2014298,2014298,0,0,bullocke,xjtang,1,C, ,2,1,1,0,1
473,4540,9147,P227R065,-7.115625,-55.88562861,3134,2320,0,F,"it changes before-hand, but would this be forest or non-forest?",2,Edge,0,0,0,0,0,0,bullocke,xjtang,0,F, ,0,0,0,0,0
474,5276,5777,P232R066,-8.648958334,-63.19467607,3569,5234,1,C, ,2,Edge,2013087,2013119,2013279,0,0,0,bullocke,xjtang,1,C, ,1,4,1,0,1
479,5498,5643,P232R066,-9.111458334,-63.55716259,5275,3907,1,C,when would you consider this to begin? near event starts way earlier,2,Edge,2014194,2014202,2014218,0,0,2014186,bullocke,"b,x",1,C,trimming started in 2014194,3,1,1,1,1
484,5223,5304,P232R066,-8.538541667,-64.17273537,3169,1645,0,F,"landsat time series looks like the edge creeps, is this  change?",2,Edge,0,0,0,0,0,0,bullocke,xjtang,0,F, ,2,4,1,1,0
486,5643,5690,P232R066,-9.413541667,-63.51258178,6388,4072,1,C,encroaches into half the pixel,2,Edge,2013295,2014130,2014266,0,0,0,bullocke,xjtang,1,C, ,5,0,0,0,1
487,4478,9212,P227R065,-6.986458334,-55.73361783,2659,2881,0,F,"in bottom left corner it looks like theres change, but that was there in 2008 and not in GE",2,Full,0,0,0,0,0,0,bullocke,xjtang,0,F, ,0,0,0,0,0
492,4755,9357,P227R065,-7.563541667,-55.50059141,4789,3732,1,C,right next to pixel but doesnt seem to overlap,2,Near,0,0,2014231,0,0,2014175,bullocke,xjtang,1,C, ,0,0,0,0,0
495,4851,9363,P227R065,-7.763541667,-55.51405022,5526,3680,1,C,"could be full, hard to tell for sure; no GE image available",2,Edge,2014167,2014183,2014231,0,0,0,bullocke,xjtang,1,C, ,3,1,1,1,1
496,4826,9368,P227R065,-7.711458334,-55.49668232,5334,3744,1,C, ,2,Full,2013132,2013172,2013244,0,2013164,0,bullocke,xjtang,1,C, ,2,1,0,1,1
100,5299,5808,P232R066,-8.696875,-63.13740366,3746,5444,1,C,"nice example, visible im MODIS after clearing",2,Full,2015221,2015229,2015261,0,0,0,estelste,xjtang,1,C,merged the two feature,1,1,0,0,1
102,97,411,P007R059,2.140625,-73.70664372,1672,3802,0,F, ,2,Edge,0,0,0,0,0,0,estelste,xjtang,0,F, ,4,0,4,0,0
107,4564,9570,P227R065,-7.165625,-55.00355162,3329,5567,1,C,Pixel never cleared complete,2,Full,2014239,2014247,2014271,0,2014247,0,estelste,xjtang,1,C,event date earlier,5,0,0,0,1
110,4352,9484,P227R065,-6.723958334,-55.13233753,1699,5099,1,C,D_change difficult,2,Full,2012242,2012258,2012258,0,0,2012258,estelste,"b,x",1,C,shapefile wrong,2,1,1,0,1
111,4967,5900,P232R066,-8.005208334,-62.83206415,1197,6565,0,F, ,2,Edge,0,0,0,0,0,0,estelste,xjtang,0,F, ,0,0,0,0,0
112,4574,9313,P227R065,-7.186458334,-55.5457258,3398,3570,1,C, ,2,Full,2013188,2013212,2015242,0,0,0,estelste,xjtang,1,C,"one event not expansion, clear date 2015242,need to consolidate polygon of same event",3,1,1,1,1
118,4847,9746,P227R065,-7.755208334,-54.70766796,5508,6645,1,C, ,2,Full,2013348,2014127,2014239,0,2014121,0,estelste,xjtang,1,C, ,3,1,1,1,1
125,4735,9512,P227R065,-7.521875,-55.16952791,4640,4950,0,F, ,2,Full,0,0,0,0,0,0,estelste,xjtang,0,F, ,0,0,0,0,0
127,4832,9087,P227R065,-7.723958334,-56.08909988,5374,1566,0,F, ,2,Full,0,0,0,0,0,0,estelste,xjtang,0,F, ,0,0,0,0,0
128,4947,9698,P227R065,-7.963541667,-54.83610769,6274,6169,4,NF,not sure of F or NF,2,Edge,0,0,0,0,0,0,estelste,xjtang,4,NF, ,1,1,4,0,4
129,4862,9644,P227R065,-7.786458334,-54.9262175,5619,5841,0,F, ,2, ,2013348,2014111,0,0,0,2013284,estelste,"b,x",1,C,looks like a change,1,1,0,0,1
135,4561,9315,P227R065,-7.159375,-55.53822218,3298,3598,1,C, ,2,Edge,2013212,2013220,2015242,0,0,0,estelste,xjtang,1,C,"same event no expansion, late clear date, need to consolidate polygon",3,1,1,1,1
142,4550,9446,P227R065,-7.136458334,-55.26038908,3218,4621,1,C, ,2,Edge,2012258,2012306,2012306,0,0,0,estelste,xjtang,1,C, ,5,0,0,0,1
143,4942,9581,P227R065,-7.953125,-55.08083124,6231,5269,4,NF,not sure of F or NF,2,Edge,0,0,0,0,0,0,estelste,xjtang,4,NF, ,1,4,0,1,4
145,4671,9690,P227R065,-7.388541667,-54.77879213,4155,6391,0,F, ,2,Full,0,0,0,0,0,0,estelste,xjtang,0,F, ,0,0,0,0,0
147,5497,5634,P232R066,-9.109375,-63.57578149,5267,3839,1,C,Nice exampole for expansion,2,Edge,2014210,2014218,2014258,0,0,2014162,estelste,"b,x",1,C,event started in 2014162,3,1,1,1,1
150,4571,9308,P227R065,-7.180208334,-55.55546115,3375,3535,1,C,not sure with D_Change,2,Full,2013260,2013276,2015242,0,2013266,2013212,estelste,xjtang,1,C,"clear date later, I agree with the change date, need to consolidate evnet",1,4,1,0,1
156,4931,9696,P227R065,-7.930208334,-54.83586135,6151,6170,1,C,not sure with D_Event,2,Edge,2015242,2015258,0,0,0,2015194,estelste,xjtang,1,C,not sure about D change,1,4,0,1,1
158,4363,9237,P227R065,-6.746875,-55.65311359,1777,3180,1,C,rapid deforstation,2,Full,2014207,2014215,2014239,0,0,0,estelste,"b,x",1,C,change already started 2014215 clear date later,3,1,1,1,1
160,361,139,P007R059,1.590625,-74.25048592,3700,1787,0,F, ,2, ,0,0,0,0,0,0,estelste,"b,x",0,F,not sure either,0,0,0,0,0
168,5290,5664,P232R066,-8.678125,-63.43772097,3677,4343,1,C, ,2,Edge,2015029,2015061,2015261,2015197,0,0,estelste,xjtang,1,C, ,2,1,1,0,1
169,4581,9317,P227R065,-7.201041667,-55.5391107,3452,3594,1,C, ,2,Full,2013188,2013212,2015234,0,2013205,2013212,estelste,xjtang,1,C,clear date not sure need to consolidate event,1,1,0,0,1
178,4396,9280,P227R065,-6.815625,-55.570834,2031,3482,1,C,not sure with clear and D_change,2,Edge,2014135,2014167,0,0,2014160,2014135,estelste,"b,x",1,C,"clear date later, same event, not expansion, agree with D change",3,1,1,1,1
180,4987,9725,P227R065,-8.046875,-54.79051584,6582,6335,1,C,not sure with D_First_NF and D_change,2,Full,2013284,2014127,2014255,0,0,2014111,estelste,"b,x",1,C,"2014127 D NF, not sure about D change",3,1,1,1,1
186,4556,9306,P227R065,-7.148958334,-55.55585174,3260,3533,1,C,not sure with event start,2,Full,2013244,2013260,2013284,0,0,2013212,estelste,xjtang,1,C,"multiple pixels in this event, consolidate the shapefile",3,1,1,1,1
194,5411,5296,P232R066,-8.930208334,-64.25703856,4613,1341,4,NF,slc_off nearly all scenes,2,Edge,0,0,0,0,0,0,estelste,xjtang,4,NF, ,4,4,4,0,4
503,4846,9392,P227R065,-7.753125,-55.45170112,5488,3909,1,C,"not sure with polygon, good MODIS example",2,Full,2014215,2014223,2014239,0,2014220,2014167,estelste,xjtang,1,C, ,2,0,1,1,1
504,4893,9702,P227R065,-7.851041667,-54.81274307,5860,6257,1,C,not sure with event start and polygon due to slc off,2,Full,2012306,2013132,2013236,0,2013070,2012274,estelste,xjtang,1,C,clear date 2013236,3,1,1,1,1
506,4768,9356,P227R065,-7.590625,-55.50618306,4889,3711,1,C,not sure with event start,2,Full,2014199,2014207,2014231,0,0,2014175,estelste,xjtang,1,C,"clear date 2014231, slightly modified the polygon",3,1,1,1,1
510,4856,9690,P227R065,-7.773958334,-54.827858,5575,6203,1,C,not sure with D_change,2,Full,2014175,2014183,2014231,0,0,2014135,estelste,xjtang,1,C, ,3,1,1,1,1
516,5290,5838,P232R066,-8.678125,-63.07102285,3677,5687,1,C,nice example,2,Full,2014138,2014162,2014234,0,2014158,0,estelste,xjtang,1,C, ,3,1,1,1,1
517,4847,9745,P227R065,-7.755208334,-54.70977053,5508,6637,1,C,nice example,2,Full,2014079,2014127,2014239,0,2014121,2014079,estelste,xjtang,1,C, ,3,1,1,1,1
519,4849,9713,P227R065,-7.759375,-54.77759523,5522,6388,1,C,not sure with D_event,2,Full,2014127,2014151,2014255,0,2014148,2014111,estelste,xjtang,1,C,event smaller,3,1,1,1,1
520,5530,5755,P232R066,-9.178125,-63.33270883,5520,4729,4,NF, ,2, ,0,0,0,0,0,0,estelste,xjtang,4,NF, ,4,4,4,0,4
521,4937,9755,P227R065,-7.942708334,-54.71342192,6200,6620,1,C,not sure with D_first_NF,2,Full,2013188,2013196,2013244,0,0,2013188,estelste,xjtang,1,C,event smaller,3,1,1,1,1
523,5071,5675,P232R066,-8.221875,-63.33956443,1996,4701,0,F,"Mangroves, flooding, change?",2, ,0,0,0,0,0,0,estelste,"b,x",0,F,not sure,5,0,0,0,0
525,4915,9673,P227R065,-7.896875,-54.87980246,6027,6009,1,C,active fire in 2015226,2,Edge,2014079,2014111,2014231,0,0,2014079,estelste,xjtang,1,C,reshaped the event,5,0,0,0,1
526,5444,5624,P232R066,-8.998958334,-63.57735358,4861,3832,1,C,is there expansion?,2, ,2012245,2012357,2014266,2015237,0,0,estelste,"b,x",1,C,"a line appeared first, complicated",1,1,4,0,1
528,4854,9741,P227R065,-7.769791667,-54.72007933,5562,6599,1,C, ,2,Full,2012306,2013132,2013244,0,2013106,0,estelste,xjtang,1,C, ,3,1,1,1,1
529,185,373,P007R059,1.957291666,-73.77741944,2348,3540,1,C, ,2,Full,2013303,2014002,2014034,2014346,0,0,estelste,xjtang,1,C,changed the shape a bit,1,0,1,0,1
530,5319,5734,P232R066,-8.738541667,-63.30042179,3900,4846,1,C, ,2,Full,2012357,2013071,2014234,2014162,0,0,estelste,xjtang,1,C,modified the shape a little bit,2,1,1,0,1
531,265,117,P007R059,1.790625,-74.30399197,2963,1588,4,NF,hard to see due to slc off,2,Edge,0,0,0,0,0,0,estelste,xjtang,4,NF, ,4,4,0,0,4
533,429,188,P007R059,1.448958333,-74.1434992,4222,2184,4,NF,hard to see due to quality,2,Edge,0,0,0,0,0,0,estelste,"b,x",4,NF,looks liek more forest,4,0,4,0,4
534,4901,9718,P227R065,-7.867708334,-54.78129397,5922,6372,1,C, ,2,Full,2013132,2013156,2013244,0,2013155,0,estelste,xjtang,1,C,event smaller,3,1,1,1,1
536,4994,9732,P227R065,-8.061458334,-54.77776038,6636,6381,1,C,not sure with drawing,2,Edge,2012306,2013132,2015234,0,2013106,0,estelste,xjtang,1,C, ,1,1,0,0,1
540,314,105,P007R059,1.688541666,-74.32498225,3339,1510,0,F, ,2,Full,0,0,0,0,0,0,estelste,xjtang,0,F, ,0,0,0,0,0
542,368,709,P007R059,1.576041666,-73.06201413,3751,6195,0,F, ,2,Full,0,0,0,0,0,0,estelste,xjtang,0,F, ,0,0,0,0,0
546,4966,9422,P227R065,-8.003125,-55.42207628,6410,4015,1,C,not sure with event start,2,Full,2013132,2013172,2013244,0,2013150,2013132,estelste,xjtang,1,C, ,2,1,0,1,1
547,294,712,P007R059,1.730208333,-73.06143516,3183,6196,0,F, ,2,Full,0,0,0,0,0,0,estelste,xjtang,0,F, ,0,0,0,0,0
553,4489,9166,P227R065,-7.009375,-55.83290913,2743,2515,1,C,not sure with polygon extent,2,Edge,2015250,2015282,0,0,0,2015234,estelste,xjtang,-1,U, ,0,0,0,0,-1
556,97,529,P007R059,2.140625,-73.46063872,1671,4714,1,C, ,2,Edge,2014266,2014354,2015053,0,0,0,estelste,xjtang,1,C,modefied the shape a little bit,4,4,0,0,1
561,5286,5704,P232R066,-8.669791667,-63.35201686,3646,4657,1,C, ,2,Full,2013103,2013199,2014242,2015269,0,0,estelste,xjtang,1,C, ,2,4,1,1,1
562,4509,9247,P227R065,-7.051041667,-55.66788054,2898,3122,1,C,nice expansion example,2,Edge,2014223,2014231,2014239,2015282,0,2014223,estelste,xjtang,1,C,modified the shape little bit,5,0,0,0,1
566,54,464,P007R059,2.230208333,-73.60054127,1342,4195,1,C, ,2, ,2012365,2013015,2013079,2015037,0,0,estelste,xjtang,1,C, ,5,0,0,0,1
201,5569,5276,P232R066,-9.259375,-64.35837799,5828,974,4,NF,"very close to the edge of the scene, not much image",2,Full,0,0,0,0,0,0,xjtang,"b,x",4,NF,change 2013183,2,4,1,1,4
214,4993,5794,P232R066,-8.059375,-63.06348326,1396,5715,0,F,"looks like part non-forest, hard to confirm. no change and mostly forest",2,Edge,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
225,5224,5701,P232R066,-8.540625,-63.33672788,3170,4712,1,C,decent sized event,2,Full,2015181,2015197,2015269,0,2015191,2015141,xjtang,estelste,1,C, ,2,1,1,0,1
228,5364,5502,P232R066,-8.832291667,-63.80556457,4248,2995,0,F,"part forest part non-forest, about 60-40",2,Edge,0,0,0,0,0,0,xjtang,estelste,0,F, ,4,4,4,0,0
234,4970,5531,P232R066,-8.011458334,-63.60935521,1221,3709,0,F,25/75 nf/f,2,Edge,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
235,5552,5667,P232R066,-9.223958334,-63.52665086,5690,4019,1,C,change shape hard top draw,2,Full,2015165,2015173,2015261,0,0,2015165,xjtang,estelste,1,C, ,2,1,1,0,1
243,5360,5389,P232R066,-8.823958334,-64.04235963,4219,2127,0,F,"no change, part river part ag part forest",2,Edge,0,0,0,0,0,0,xjtang,"b,x",0,F,double,4,4,4,0,0
246,4812,9557,P227R065,-7.682291667,-55.09554827,5232,5220,1,C,"small change, attached to a old change",2,Edge,2012258,2013156,2013260,0,0,0,xjtang,"b,x",1,C,D_last_F 2012306 and D_First_NF 2013132,5,0,0,0,1
249,4713,9425,P227R065,-7.476041667,-55.34652284,4468,4300,1,C,topographic area edge of a decent size change,2,Edge,2015218,2015226,2015242,0,0,2015218,xjtang,estelste,1,C, ,1,1,0,0,1
250,4774,9453,P227R065,-7.603125,-55.30392243,4937,4455,0,F,"in between two ag field, but 70% still forest, no change",2,Edge,0,0,0,0,0,0,xjtang,"b,x",0,F,maybe littel change,5,0,0,0,0
251,5681,5819,P232R066,-9.492708334,-63.25471389,6679,5016,0,F,on the edge of a ag field but mostly forest,2,Edge,0,0,0,0,0,0,xjtang,estelste,0,F, ,4,4,4,0,0
263,4881,9721,P227R065,-7.826041667,-54.76949514,5768,6416,1,C,"on the edge of a ag field in the beginning, 80% forest, then completely changed later due to expansion of the original field",2,Full,2014079,2014127,2014279,0,2014121,2014079,xjtang,estelste,1,C, ,2,1,1,0,1
269,108,917,P007R059,2.117708333,-72.65066057,1752,7718,0,F,65% forest,2,Edge,0,0,0,0,0,0,xjtang,estelste,0,F, ,4,4,4,0,0
276,4958,9472,P227R065,-7.986458334,-55.31462519,6350,4410,1,C,big change,2,Full,2014135,2014167,2014231,0,0,0,xjtang,"b,x",1,C,D_Last_F maybe 2014135,3,1,1,1,1
277,831,629,P007R059,0.611458333,-73.20521032,7307,5666,0,F,the part next to the pixel seem to have some degragation,2,Full,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
280,4341,9527,P227R065,-6.701041667,-55.03954275,1615,5441,4,NF,"almost 50/50, slightly more nf",2,Edge,0,0,0,0,0,0,xjtang,"b,x",4,NF,it is F not NF and maybe there is change,5,0,0,0,4
281,448,228,P007R059,1.409375,-74.05886272,4368,2498,1,C,several new small fields,2,Edge,2013015,2014002,0,0,0,0,xjtang,estelste,1,C, ,5,0,0,0,1
284,4756,9512,P227R065,-7.565625,-55.17510697,4801,4929,0,F,"mostly forest, edge of nf",2,Edge,0,0,0,0,0,0,xjtang,estelste,0,F, ,5,0,0,0,0
286,4925,9380,P227R065,-7.917708334,-55.4988659,6094,3734,0,F,close to a chang and have a river running through,2,Edge,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
288,4860,9705,P227R065,-7.782291667,-54.79740677,5606,6315,1,C,a new ag field is added near it then itself is converted,2,Full,2013348,2014135,2014239,0,2014121,2014111,xjtang,"b,x",1,C,D_Last_F 2014079,3,1,1,1,1
290,4953,9401,P227R065,-7.976041667,-55.46257678,6310,3866,1,C,event started before pixel is converted,2,Full,2014167,2014175,2014215,0,0,2014151,xjtang,estelste,1,C, ,3,1,1,1,1
292,4957,9660,P227R065,-7.984375,-54.91884239,6349,5864,1,C,"a clear change, last forest is a little hard to determine",2,Full,2012306,2013172,2013244,0,2013141,0,xjtang,"b,x",1,C,D_Last_F 2012306 or later,3,1,1,1,1
294,4938,9693,P227R065,-7.944791667,-54.84411799,6205,6140,1,C,part non-forest to begin then completedly non-forest due to a new added field,2,Full,2012258,2013156,2013244,0,0,0,xjtang,"b,x",1,C,D_Last_F 2012306 or later,2,1,1,0,1
295,4975,5524,P232R066,-8.021875,-63.62571139,1260,3649,4,NF,"on a very small field, almost 50/50, slightly more nf",2,Edge,0,0,0,0,0,0,xjtang,estelste,4,NF, ,5,0,0,0,4
297,4818,9376,P227R065,-7.694791667,-55.47768069,5273,3814,1,C,event started before the pixel is converted,2,Full,2014135,2014151,2014231,0,0,2014135,xjtang,estelste,1,C, ,3,1,1,1,1
301,267,190,P007R059,1.786458333,-74.15166595,2978,2153,0,F,very close to non-forest,2,Near,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
302,4572,9313,P227R065,-7.182291667,-55.54521662,3383,3572,1,C,"big change, clearing very late in the time series, 3 samples in 1 event",2,Full,2013188,2013212,2015242,0,0,0,xjtang,estelste,1,C, ,3,1,1,1,1
307,4544,9082,P227R065,-7.123958334,-56.02311409,3163,1813,0,F,near a small ag field,2,Near,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
310,4854,9645,P227R065,-7.769791667,-54.92193249,5558,5857,1,C,part of a ag field to begin with then completely comverted,2,Full,2014183,2014191,2014231,0,0,0,xjtang,estelste,1,C, ,3,1,1,1,1
